name,full_name,age,gender,wikidata_id
FIAMINGO Rossella,Rossella Fiamingo,33,Female,Q732184
FICHERA Marco,Marco Fichera,Unknown,Male,Q42141932
FICHMAN Sharon,Sharon Fichman,34,Female,Q1026173
FIDANZA Martina,Martina Fidanza,25,Female,Q50142840
FIEDINA Marta,Marta Fiedina,22,Female,Q56043426
FIELDMAN Henry,Henry Fieldman,36,Male,Q47264346
FIELDS Nirra,Nirra Fields,31,Female,Q18206776
FIGARI Niccolo,Niccolò Figari,36,Male,Q3875857
FIGLIOLI Pietro,Pietro Figlioli,40,Male,Q2606477
FIGUEROA Julia,Julia Figueroa,33,Female,Q26304861
FIJALEK Grzegorz,Grzegorz Fijałek,37,Male,Q525793
FIKADU Dawit,Dawit Fikadu,29,Male,Q28114437
FILIA Eric,Eric Filia,32,Male,Q106966852
FILIPOVIC Filip,Filip Filipović,47,Male,Q5448475
FILIPPI Marcella,Marcella Filippi,39,Female,Q3845498
FILIPPIDIS Konstantinos,Konstantinos Filippidis,38,Male,Q1782642
FILLER Andrea,Andrea Filler,31,Female,Q107466494
FILMER Caileigh,Caileigh Filmer,28,Female,Q24447293
FILZMOSER Sabrina,Sabrina Filzmoser,44,Female,Q451794
FINESSE Nantenaina,Nantenaina Finesse,28,Male,Q107631749
FINK Nic,Nic Fink,31,Male,Q16207946
FINKE Robert,Robert Finke,25,Male,Q34007778
FINLEY Mason,Mason Finley,34,Male,Q3297312
FINN Michelle,Michelle Finn,35,Female,Q20967861
FIODOROW Joanna,Joanna Fiodorow,35,Female,Q652803
FIOLA-DION Camille,Camille Fiola-Dion,26,Female,Q105070849
FIORAVANTI Leonardo,Leonardo Fioravanti,86,Male,Q534110
FIRISUA Sharon,Sharon Firisua,31,Female,Q26704914
FISCHER Aria,Aria Fischer,25,Female,Q26406029
FISCHER Makenzie,Makenzie Fischer,27,Female,Q21064357
FISCHER Sarah,Sarah Fischer,24,Female,Q51174350
FISEROVA Tereza,Tereza Fišerová,26,Female,Q21000993
FISHER Grant,Grant Fisher,27,Male,Q19957939
FISHMAN Jake,Jake Fishman,29,Male,Q28805415
FITZGIBBONS Sally,Sally Fitzgibbons,34,Female,Q3469982
FITZPATRICK Connor,Connor Fitzpatrick,26,Male,Q107401659
FITZPATRICK Ian,Ian Fitzpatrick,29,Male,Q42887458
FITZPATRICK Savannah,Savannah Fitzpatrick,29,Female,Q45311139
FITZPATRICK Theresa,Theresa Fitzpatrick,29,Female,Q25915858
FITZSIMMONS Riley,Riley Fitzsimmons,28,Male,Q26431489
FLANAGAN Benjamin,Ben Flanagan,29,Male,Q116694158
FLANAGAN Eilish,Eilish Flanagan,27,Female,Q107472430
FLEETWOOD Tommy,Tommy Fleetwood,33,Male,Q1865564
FLEISSNER Jan,Jan Fleissner,26,Male,Q107617484
FLEISSNEROVA Kristyna,Kristýna Fleissnerová,32,Female,Q24432148
FLEMING Deborah,Deborah Fleming,33,Female,Q100969034
FLEMING Jessie,Jessie Fleming,26,Female,Q16841707
FLETCHER Benjamin,Ben Fletcher,Unknown,Male,Q58344255
FLETCHER Megan,Megan Fletcher,35,Female,Q17466466
FLEURS Luke,Luke Fleurs,24,Male,Q58800095
FLICKINGER Hali,Hali Flickinger,30,Female,Q16211358
FLIPPES Laura,Laura Flippes,30,Female,Q17350582
FLISSI Mohamed,Mohamed Flissi,34,Male,Q2030084
FLORENCE John John,John John Florence,32,Male,Q1700634
FLORENTINO Robert,Robert Florentino,27,Male,Q24827174
FLORES Jeremy,Jérémy Florès,36,Male,Q3190749
FLORESCU Eduard,Eduard Florescu,27,Male,Q56678192
FLORIJN Finn,Finn Florijn,25,Male,Q107617454
FLORIJN Karolien,Karolien Florijn,26,Female,Q47465503
FLUECKIGER Mathias,Mathias Flückiger,36,Male,Q3298563
FLUHLER Stacey,Stacey Waaka,29,Female,Q38285427
FOCONI Alessio,Alessio Foconi,35,Male,Q19282106
FOFANA Cedric,Cédric Fofana,21,Male,Q107400165
FOFANA Hassane,Hassane Fofana,32,Male,Q15818057
FOFANA Seydou,Seydou Fofana,31,Male,Q76760273
FOGNINI Fabio,Fabio Fognini,37,Male,Q251980
FOLEY Michael,Michael Foley,25,Male,Q50365970
FOLIE Raphaela,Raphaela Folie,33,Female,Q1770681
FOLKARD Naomi,Naomi Folkard,41,Female,Q655298
FOLKERTSMA Sisca,Sisca Folkertsma,27,Female,Q18225133
FOLLERT Laurits,Laurits Follert,28,Male,Q39297828
FOLORUNSO Ayomide,Ayomide Folorunso,28,Female,Q20723724
FOMINA Olga,Olga Fomina,35,Female,Q512569
FONSECA Daniela,Daniela Fonseca,22,Female,Q107708205
FONSECA Jorge,Jorge Fonseca,32,Male,Q26237624
FONSECA Natalia,Natália Kamalandua,26,Female,Q44462173
FONTANA Vittoria,Vittoria Fontana,24,Female,Q65681738
FONTECCHIO Simone,Simone Fontecchio,29,Male,Q12269620
FONTES Ignacio,Ignacio Fontes,26,Male,Q65588963
FONTIJN Nouchka,Nouchka Fontijn,37,Female,Q17493358
FONUA Amini,Amini Fonua,35,Male,Q384849
FOORD Caitlin,Caitlin Foord,30,Female,Q513258
FOPPA Pauletta,Paulette Foppa,24,Female,Q57409544
FOPPEN Mike,Mike Foppen,28,Male,Q98780335
FORBES Tatyana,Tatyana Forbes,27,Female,Q107583805
FORD Andrew,Andrew Ford,67,Male,Q4756977
FORD Emily,Emily Jane Dowsett,149,Female,Q75482097
FORD George,George Ford,31,Male,Q5539348
FORD Tom,Tom Ford,63,Male,Q318149
FOREMAN-MACKEY Annie,Annie Foreman-Mackey,33,Female,Q23007731
FORKIN Chelsea,Chelsea Forkin,35,Female,Q5090073
FORMIGA,Formiga,Unknown,Unknown,Q1791720
FOROUGHI Javad,Javad Foroughi,45,Male,Q85969420
FORSYTH Alan,Alan Forsyth,32,Male,Q41777942
FORTE Julian,Julian Forte,31,Male,Q16979919
FORTIN Valentine,Valentine Fortin,25,Female,Q49167270
FORTUNA Antonela,Antonela Fortuna,29,Female,Q56250358
FORTUNATO Francesco,Francesco Fortunato,30,Male,Q3080969
FOSSALI Ludovico,Ludovico Fossali,27,Male,Q66515058
FOSTI Roman,Roman Fosti,41,Male,Q20528590
FOTOUHI Mohammad,Mohammad Fotouhi,34,Male,Q107684056
FOUAD Karim,Karim Fouad,Unknown,Female,Q41685186
FOUDA Polina,Polina Fouda,21,Female,Q101208480
FOUNTOULIS Ioannis,Ioannis Fountoulis,36,Male,Q13411068
FOURNIER Evan,Evan Fournier,32,Male,Q2504840
FOWLER Andrew,Andrew Fowler,Unknown,Male,Q42785893
FOWLER Mary,Mary Fowler,21,Female,Q60736234
FOWLES Sylvia,Sylvia Fowles,39,Female,Q433521
FOX Jessica,Jessica Fox,30,Female,Q348493
FOX Ryan,Ryan Fox,37,Male,Q20713562
FRADE Luis,Luís Frade,26,Male,Q82939249
FRAGA Pedro,Pedro Fraga,41,Male,Q553608
FRAGKAKI Eleni,Eleni Fragkaki,20,Female,Q112072845
FRAINCART Sarah,Sarah Fraincart,25,Female,Q66982347
FRANCESCHI Sara,Palazzo Franceschi,Unknown,Unknown,Q3890137
FRANCH Adrianna,Adrianna Franch,34,Female,Q4685546
FRANCIS Danusia,Danusia Francis,30,Female,Q5221309
FRANCISCO Luiz,Francisco Luiz,Unknown,Male,Q61059415
FRANK Nicole,Frank Nicoletti,Unknown,Male,Q100891072
FRANK Tanja,Tanja Frank,31,Female,Q26267521
FRANKEL Tomer,Tomer Frankel,24,Male,Q35387942
FRANKLIN Larissa,Larissa Franklin,31,Female,Q107480693
FRANKLIN Mallory,Mallory Franklin,30,Female,Q9255932
FRANKLIN Tori,Tori Franklin,32,Female,Q34979112
FRANSSEN Juul,Juul Franssen,34,Female,Q524175
FRANTZESKAKIS Christos,Christos Frantzeskakis,24,Male,Q96626769
FRANZISKA Patrick,Patrick Franziska,32,Male,Q2057592
FRASCA Loris,Loris Frasca,29,Male,Q55231002
FRASER Brett,Brett Fraser,35,Male,Q2359041
FRASER Joe,Joe Fraser,26,Male,Q56099733
FRASER-BEAULIEU Brittany,Brittany Fraser-Beaulieu,36,Female,Q107484924
FRASER-PRYCE Shelly-Ann,Shelly-Ann Fraser-Pryce,38,Female,Q5793
FRATUS Bruno,Bruno Fratus,35,Male,Q302179
FRAYNE Henry,Henry Frayne,34,Male,Q677461
FRAZIER Todd,Todd Frazier,38,Male,Q3530251
FREDRIKSEN Magnus,Magnus Fredriksen,27,Male,Q60677380
FREEMAN James,Freeman James,Unknown,Male,Q104007505
FREI Sina,Sina Frei,27,Female,Q25338319
FREITAS Marcos,Marcos Freitas,36,Male,Q1894059
FREITAS Patricia,Patrícia D. Freitas,Unknown,Female,Q54228744
FRENCH Kate,French gauge,Unknown,Unknown,Q1067722
FRERICHS Courtney,Courtney Frerichs,31,Female,Q25714028
FRERIKS Merel,Merel Freriks,26,Female,Q29964034
FREY Johannes,Johannes Frey,28,Male,Q106676575
FREY Karl-Richard,Karl-Richard Frey,33,Male,Q18234984
FRICKER Samuel,Sam Fricker,22,Male,Q107975819
FRIEDSAM Anna-Lena,Anna-Lena Friedsam,30,Female,Q91683
FRIESS Aline,Aline Friess,21,Female,Q70159981
FRINTOVA Vendula,Vendula Frintová,41,Female,Q523232
FROIDEVAUX Robin,Robin Froidevaux,26,Male,Q28819083
FROLKINA Evgeniia,Evgeniia Frolkina,27,Female,Q106263580
FROLKINA Olga,Olga Frolkina,27,Female,Q106263585
FROSLER Reeve,Reeve Frosler,26,Male,Q29962454
FRUERGAARD Maiken,Maiken Fruergaard,29,Female,Q17315182
FRY Charlotte,Charlotte Fry,28,Female,Q107264573
FUAILEFAU Mike,Mike Fuailefau,32,Male,Q107417372
FUCHS Bruno,Bruno Fuchs,25,Male,Q66685601
FUCHS Florian,Florian Fuchs,33,Male,Q481572
FUCHS Martin,Martin R Fuchs,56,Male,Q55154861
FUCHS Virginia,Virginia Fuchs,36,Female,Q26251522
FUCSOVICS Marton,Márton Fucsovics,32,Male,Q649333
FUGLSANG Jakob,Jakob Fuglsang,39,Male,Q507962
FUJII Nanako,Nanako Fujii,25,Female,Q69229855
FUJII Naonobu,Naonobu Fujii,32,Male,Q55183455
FUJII Shio,Shio Fujii,39,Female,Q5959597
FUJISHIMA Hiroki,Hiroki Fujishima,36,Male,Q107970040
FUJITA Yamato,Yamato Fujita,34,Female,Q22125525
FUJITA Yoshikazu,Yoshikazu Fujita,31,Male,Q6119614
FUKSA Martin,Martin Fuksa,31,Male,Q12035715
FUKSA Petr,Petr Fuksa,55,Male,Q7178515
FUKUMURA Juka,Juka Fukumura,28,Female,Q56949192
FUKUSHIMA Daisuke,Daisuke Fukushima,47,Male,Q27058028
FUKUSHIMA Shihomi,Shihomi Fukushima,29,Female,Q95691022
FUKUSHIMA Tomoyoshi,Tomoyoshi Fukushima,31,Male,Q20982937
FUKUSHIMA Yuki,Yuki Fukushima,31,Female,Q420456
FUMIC Manuel,Manuel Fumic,42,Male,Q70960
FUMITA Kenichiro,Kenichiro Fumita,29,Male,Q30230830
FUNK Ricarda,Ricarda Funk,32,Female,Q18719733
FUNNEMARK Endre,Endre Funnemark,26,Male,Q107633235
FURGESON Colleen,Colleen Furgeson,26,Female,Q26605688
FURK Benedikt,Benedikt Fürk,36,Male,Q96101026
FURMAN Alena,Alena Furman,33,Female,Q9147012
FURMAN Dzmitry,Dzimitry Furman,34,Male,Q61756097
FURTULA Danijel,Danijel Furtula,32,Male,Q3015087
FURUKAWA Takaharu,Takaharu Furukawa,40,Male,Q276094
FURUYAMA Kie,Kie Furuyama,27,Female,Q59241119
Greysia POLII,Greysia Polii,37,Female,Q468506
GACINA Andrej,Andrej Gaćina,38,Male,Q502831
GACKA Kinga,Kinga Gacka,23,Female,Q106729061
GAD Mahmoud,Mahmoud Gad,26,Male,Q100260803
GADIROVA Jennifer,Jennifer Gadirova,20,Female,Q65551913
GADIROVA Jessica,Jessica Gadirova,20,Female,Q98070860
GADSDON Luke,Luke Gadsdon,27,Male,Q107302803
GADZHIEV Magomedmurad,Magomiedmurad Gadżyjew,36,Male,Q1728000
GADZHIMAGOMEDOV Muslim,Muslim Gadzhimagomedov,27,Male,Q30880648
GADZHIYEV Khadzhimurad,Khadzhimurad Gadzhiyev,24,Male,Q64840828
GAFFOOR Aniqah,Aniqah Gaffoor,20,Female,Q101063208
GAICH Adolfo,Adolfo Gaich,25,Male,Q56205243
GAILEN Blake,Blake Gailen,39,Male,Q28534164
GAITAN Haramara,Haramara Gaitan,28,Female,Q18674654
GAITHER Tynia,Tynia Gaither,31,Female,Q16612258
GAJANOVA Gabriela,Gabriela Gajanová,25,Female,Q67896984
GAL Edward,Edward Gal,54,Male,Q1292304
GALAL Osama,Osama Galal,27,Male,Q77351007
GALANT Martyna,Martyna Galant,29,Female,Q33106227
GALASHINA Anastasiia,Anastasiia Galashina,27,Female,Q56434256
GALASSI Gianluca,Gianluca Galassi,27,Male,Q46994733
GALBADRAKH Otgontsetseg,Otgontsetseg Galbadrakh,32,Female,Q24868827
GALE Lauren,Lauren Gale,107,Male,Q3827892
GALE Tom,Tom Gale,26,Male,Q53843878
GALIABOVITCH Elena,Elena Galiabovitch,35,Female,Q26226881
GALIMANY Marta,Marta Galimany,39,Female,Q58032800
GALLAGHER Erin,Erin Gallagher,26,Female,Q33624383
GALLAGHER Laura,Laura Gallagher,35,Female,Q24851999
GALLARDO Karen,Karen Gallardo,40,Female,Q3193107
GALLAY Ana,Ana Gallay,38,Female,Q4750359
GALLEGO Sara,Sara Gallego,24,Female,Q97462567
GALLI Gemma,Gemma Galli,28,Female,Q56027802
GALLINARI Danilo,Danilo Gallinari,36,Male,Q60118
GALLIZZI Tayavek,Tayavek Gallizzi,31,Male,Q17563428
GALOS Roland,Roland Gálos,29,Male,Q20028883
GALVAN Matteo,Matteo Galvan,36,Male,Q1859211
GALVEZ Fatima,Fátima Gálvez,37,Female,Q4414578
GALYER Ali,Ali Galyer,26,Female,Q65769726
GAMBETTA Sara,Sara Gambetta,31,Female,Q9333810
GAMMOND Fiona,Fiona Gammond,32,Female,Q47105199
GANDIA Adrian,Adrián Gandía,27,Male,Q52133729
GANEA George,George Ganea,25,Male,Q21621335
GANGL Edina,Edina Gangl,34,Female,Q1008030
GANIRA Belly-Cresus,Belly-Cresus Ganira,24,Male,Q74661996
GANJZADEH Sajad,Sajad Ganjzadeh,32,Male,Q18402123
GANKIN Denis,Denis Gankin,35,Male,Q1706393
GANNA Filippo,Ganna F. Zagorenko,Unknown,Female,Q36570234
GANS Stedman,Stedman Gans,27,Male,Q28939732
GANTULGA Altanbagana,Altanbagana Gantulga,29,Male,Q56461415
GAO Haiyan,Gao Haiyan,33,Female,Q107626071
GAO Lei,Gao Lei,32,Male,Q24579288
GAO Shiyan,Gao Shiyan,28,Male,Q107675729
GAO Yang,Emperor Wenxuan of Northern Qi,1498,Male,Q712338
GAPONOVA Ganna,Ganna Gaponova,39,Female,Q21683743
GARBETT Matthew,Matthew Garbett,22,Male,Q96091702
GARCI Fadwa,Fadwa Garci,22,Female,Q67180909
GARCIA Caroline,Caroline Garcia,31,Female,Q258877
GARCIA Cayetano,Cayetano García de la Borbolla Yaque,23,Male,Q107586007
GARCIA Diego,"García Diego y Moreno, Francisco (1785-1846), first bishop of Ambas (Both) Californias",Unknown,Unknown,Q103858749
GARCIA Eric,Eric García,23,Male,Q59938996
GARCIA Estefania,Estefania García,36,Female,Q2371878
GARCIA Jesus Angel,Ángel Jesús García Martín,77,Male,Q30923562
GARCIA Jose,José Coronado,67,Male,Q3086238
GARCIA Junior,Garcia Júnior,57,Male,Q5522089
GARCIA Rachel,Rachel Garcia,27,Female,Q64390944
GARCIA Samuel,Samuel García,37,Male,Q52768019
GARCIA-CARO Laura,Laura García-Caro,29,Female,Q20967959
GARDA Krisztina,Krisztina Garda,30,Female,Q14111580
GARDINER Steven,Steven Gardiner,29,Male,Q19955988
GARDNER English,English Gardner,32,Female,Q3054290
GARDOS Robert,Robert Gardos,45,Male,Q685215
GARDZIELEWSKI Arkadiusz,Arkadiusz Gardzielewski,38,Male,Q9159718
GARIA Christopher,Chris Garia,32,Male,Q56065670
GARINO Patricio,Patricio Garino,31,Male,Q20931764
GARNBRET Janja,Janja Garnbret,25,Female,Q26209646
GAROZZO Daniele,Daniele Garozzo,32,Male,Q18921764
GARRIGOS Francisco,Francisco Garrigos,30,Male,Q26324077
GARSIDE Harry,Harry Garside,27,Male,Q58977072
GARUBA Usman,Usman Garuba,22,Male,Q57906278
GASCH Loic,Loïc Gasch,30,Male,Q56037250
GASOL Marc,Marc Gasol,39,Male,Q275889
GASPAROTTO Marta,Marta Gasparotto,28,Female,Q83643641
GASTALDELLO Beryl,Béryl Gastaldello,29,Female,Q9182918
GATE Aaron,Aaron Gate,34,Male,Q302046
GATT Sasha,Sasha Gatt,19,Female,Q106917338
GAUCHER Kim,Kim Smith,40,Female,Q681595
GAUDIANO Emanuele,Emanuele Gaudiano,38,Male,Q1334845
GAUDU David,David Gaudu,28,Male,Q21705205
GAUZY Simon,Simon Gauzy,30,Male,Q3484283
GAY John,Gay McDougall,77,Female,Q5528610
GAYE Demish,Demish Gaye,31,Male,Q29829827
GAYLE Tajay,Tajay Gayle,28,Male,Q55848133
GAYSINSKY Daniel,Daniel Gaysinsky,30,Male,Q92323339
GAZOZ Mete,Mete Gazoz,25,Male,Q20988356
GAZZARD Kiera,Kiera Gazzard,23,Female,Q107532818
GBAGBI Ruth,Ruth Gbagbi,30,Female,Q1522558
GBANE Seydou,Seydou Gbane,32,Male,Q50379602
GDULA Lukas,Lukáš Gdula,33,Male,Q20970879
GE Manqi,Ge Manqi,27,Female,Q26705150
GEBBIE Luke,Luke Gebbie,28,Male,Q105822441
GEBHARDT Melanie,Melanie Gebhardt,30,Female,Q39080917
GEBREEZIBEHER Freweyni,Freweyni Hailu,23,Female,Q107183040
GEBRESELAMA Tsigie,Tsigie Gebreselama,24,Female,Q55987582
GEBRHIWET Hagos,Hagos Gebrhiwet,30,Male,Q1339108
GEDULD Justin,Justin Geduld,31,Male,Q16235393
GEE Derek,Derek Gee,27,Male,Q38466501
GEENS Jelle,Jelle Geens,31,Male,Q26356810
GEIS Oliver,Oliver Geis,33,Male,Q20111617
GELANT Elroy,Elroy Gelant,38,Male,Q11967235
GELLE Peter,Peter Gelle,40,Male,Q3376597
GEMECHU Tsehay,Tsehay Gemechu,26,Female,Q67183701
GEMESI Csanad,Csanád Gémesi,38,Male,Q17489629
GEMILI Adam,Adam Gemili,31,Male,Q2701223
GENDA Sosuke,Sōsuke Genda,31,Male,Q27918037
GENEE Dagmar,Dagmar Genee,35,Female,Q21064309
GENEST Lauriane,Lauriane Genest,26,Female,Q67203542
GENIDOUNIAS Konstantinos,Kostas Genidounias,31,Male,Q21064431
GENIETS Kevin,Kevin Geniets,27,Male,Q27103218
GENREAU Denis,Denis Genreau,25,Male,Q28062358
GENSHEIMER Uwe,Uwe Gensheimer,38,Male,Q544486
GENTILI Giacomo,Giacomo Gentili,27,Male,Q47465406
GENTLE Ashleigh,Ashleigh Gentle,33,Female,Q3625006
GENTY Yann,Yann Genty,43,Male,Q20851307
GENZO Francesca,Francesca Genzo,31,Female,Q39081540
GEORGE Cayla,George-Caylay-Straße,Unknown,Unknown,Q111258581
GEORGE Tom,George Tomlinson,Unknown,Male,Q41526116
GEORGIEVSKI Dejan,Dejan Georgievski,25,Male,Q107447722
GEORGIOU Marios,Marios Georgiou,27,Male,Q24006593
GERAEI Mohammadali,Mohammadali Geraei,30,Male,Q21529967
GERAEI Mohammadreza,Mohammad Reza Geraei,28,Male,Q56236326
GERAMIPOOR Aaron,Aaron Geramipoor,32,Male,Q20859546
GERARD Vincent,Gérard Vincent,102,Male,Q3124360
GERASHCHENKO Iryna,Iryna Herashchenko,29,Female,Q10566641
GERASIMOV Egor,Egor Gerasimov,32,Male,Q18549907
GERASIMOVA Elena,Elena Gerasimova,20,Female,Q65016923
GERASSIMENKO Kirill,Kirill Gerassimenko,28,Male,Q26789869
GERBER Yanah,Yanah Gerber,23,Female,Q107637832
GERCHEV Yanislav,Yanislav Gerchev,35,Male,Q26324049
GERMADE Rodrigo,Rodrigo Germade,34,Male,Q20015240
GERSON Mirco,Mirco Gerson,32,Male,Q1411107
GESCHKE Simon,Simon Geschke,38,Male,Q552895
GEURTS Anouk,Anouk Geurts,24,Female,Q107000674
GEURTS Loes,Loes Geurts,38,Female,Q432877
GEZAHEGNE Kalkidan,Kalkidan Gezahegne,33,Female,Q443605
GHAFOUR Amir,Amir Ghafour,33,Male,Q5942765
GHARBI Mehdi,Mehdi Gharbi,25,Male,Q107838954
GHAREEB Abdulrahman,Abdulrahman Gharib,27,Male,Q47499726
GHAZAL Majd Eddin,Majd Eddin Ghazal,37,Male,Q3280463
GHEBREGERGIS Yohanes,Yohanes Ghebregergis,35,Male,Q35308117
GHEBREIGZABHIER Amanuel,Amanuel Ghebreigzabhier,30,Male,Q15983790
GHEORGHE Ion,Gheorghe Ion,101,Male,Q18541015
GHEORGHE Valentin,Gheorghe-Valentin Sălceanu,Unknown,Male,Q26092596
GHITA Virgil,Virgil Ghiță,26,Male,Q46250872
GHOLAMI Masoud,Masoud Gholami,33,Male,Q20871000
GHYS Robbe,Robbe Ghys,27,Male,Q26690093
GIANNELLI Simone,Simone Giannelli,28,Male,Q16657967
GIBB Jacob,Jake Gibb,48,Male,Q1677498
GIBBS Riley,Riley Gibbs,28,Male,Q105543462
GIBBS Rory,Rory Gibbs,30,Male,Q64287368
GIBSON Ali,Allison Gibson,31,Female,Q60191506
GIBSON Alison,Alison Gibson,25,Female,Q107354096
GICQUEL Thom,Thom Gicquel,25,Male,Q26911197
GIDEY Letesenbet,Letesenbet Gidey,26,Female,Q20028924
GIDSEL Mathias,Mathias Gidsel,25,Male,Q104840470
GIELNIK Emily,Emily Gielnik,32,Female,Q5372178
GIERISCH Kristin,Kristin Gierisch,34,Female,Q1238480
GIFFEY Niels,Niels Giffey,33,Male,Q14092092
GIGANTE Sarah,Sarah Gigante,24,Female,Q60457880
GIGER Yasmin,Yasmin Giger,25,Female,Q35577305
GIGLER Heiko,Heiko Gigler,28,Male,Q100316360
GIGNAC Andre-Pierre,André-Pierre Gignac,39,Male,Q1940
GIL Bryan,Bryan Gil,23,Male,Q60687576
GIL Federico,Federico Gil,36,Male,Q26329079
GIL Laura,Laura Gil,32,Female,Q5971642
GIL Melisa,Melisa Gil,40,Female,Q10328405
GILAVERT Louis,Louis Gilavert,26,Male,Q36697223
GILBERT Callum,Callum Gilbert,28,Male,Q106477439
GILBERT Jen,Gilbert Jenkins Jr.,Unknown,Unknown,Q125660034
GILCHRIST Kaleigh,Kaleigh Gilchrist,32,Female,Q21064356
GILES Chelsie,Chelsie Giles,27,Female,Q65159492
GILES Elliot,Elliot Giles,30,Male,Q25841148
GILL Jacko,Jacko Gill,30,Male,Q3124144
GILL Shaun,Shaun Gill,31,Male,Q50419666
GILLAROVA Irena,Irena Gillarová,32,Female,Q25455029
GILLE Sander,Sander Gillé,33,Male,Q26405759
GILLES Vanessa,Vanessa Gilles,28,Female,Q74653712
GILLESPIE Cravon,Cravon Gillespie,28,Male,Q64520803
GILMORE Stephanie,Stephanie Gilmore,36,Female,Q435974
GILMOUR Kirsty,Kirsty Gilmour,31,Female,Q1743658
GIMSON John,John Gimson,41,Male,Q76761977
GIORGI Camila,Camila Giorgi,33,Female,Q34248
GIOVANA,Giovana,Unknown,Unknown,Q94788471
GIRAUD Aurelien ,Aurélien Giraud,26,Male,Q65153377
GIRDLESTONE Cameron,Cameron Girdlestone,36,Male,Q20961843
GIREV Ivan,Ivan Girev,24,Male,Q55804245
GIRKE Nikola,Nikola Girke,47,Female,Q7035524
GIRMA Lamecha,Lamecha Girma,24,Male,Q69523786
GIRMA Tigist,Tigist Girma,31,Female,Q107185180
GIRON Marcos,Marcos Giron,31,Male,Q17478053
GIRULIS Karolis,Karolis Girulis,38,Male,Q20503290
GISCHARD Benjamin,Benjamin Gischard,29,Male,Q23707653
GITTENS Tyra,Tyra Gittens,26,Female,Q66321072
GIUFFRIDA Odette,Odette Giuffrida,30,Female,Q22123513
GIUPPONI Matteo,Matteo Giupponi,36,Male,Q14566478
GJAKOVA Akil,Akil Gjakova,28,Male,Q24953743
GKIOUVETSIS Konstantinos,Konstantinos Gkiouvetsis,25,Male,Q107743695
GKOLOMEEV Kristian,Kristian Gkolomeev,31,Male,Q6437906
GKOUNTOURA Theodora,Theodora Gkountoura,27,Female,Q65684903
GLADYSHEV Ivan,Ivan Gladyshev,23,Male,Q101522339
GLAETZER Matthew,Matthew Glaetzer,32,Male,Q984490
GLAS Hanna,Hanna Glas,31,Female,Q23918095
GLASNOVIC Josip,Josip Glasnović,41,Male,Q6290865
GLASSER Mitch,Mitch Glasser,35,Male,Q26436332
GLATZER Leon,Leon Glatzer,27,Male,Q107413870
GLAZKOV Nikita,Nikita Glazkov,32,Male,Q33437860
GLAZUNOW Wiktor,Wiktor Głazunow,31,Male,Q20860085
GLEADLE Elizabeth,Elizabeth Gleadle,36,Female,Q5362844
GLEBAUSKAS Adrijus,Adrijus Glebauskas,30,Male,Q55966042
GLENNER-FRANDSEN Astrid,Astrid Glenner-Frandsen,31,Female,Q63966100
GLIFBERG Rune,Rune Glifberg,50,Male,Q1386532
GLINTA Robert,Robert Glință,27,Male,Q21657263
GLOVER Harry,Harry Glover,29,Male,Q107119276
GLOVER Helen,Helen Glover,38,Female,Q2040115
GLOVER Thomas,Glover-Thomas,Unknown,Unknown,Q101016046
GLYZINA Nadezhda,Nadezhda Fedotova,36,Female,Q6957602
GMELIN Jeannine,Jeannine Gmelin,34,Female,Q20109612
GNAKA Silas,Silas Gnaka,26,Male,Q30003687
GNANASEKARAN Sathiyan,Sathiyan Gnanasekaran,31,Male,Q24946131
GOBADZE Lasha,Lasha Gobadze,30,Male,Q20950397
GOBBI Stefania,Stefania Gobbi,29,Female,Q47465421
GOBERT Rudy,Rudy Gobert,32,Male,Q3446792
GOBERVILLE Celine,Céline Goberville,38,Female,Q2700957
GOCEN Osman,Osman Göçen,27,Male,Q106031351
GODBLESS Tima,Tima Godbless,20,Female,Q112308975
GODBY Madalyn,Madalyn Godby,32,Female,Q27450882
GODEL Robin,Robin Godel,26,Male,Q107745886
GODFREY Leigh,Leigh Godfrey,35,Female,Q6519583
GODWIN Elija,Elija Godwin,25,Male,Q107305218
GOFERS Keesja,Keesja Gofers,34,Female,Q20873409
GOH Liu Ying,Goh Liu Ying,35,Female,Q524129
GOINS Ryan,Ryan Goins,36,Male,Q15303540
GOLA Marlena,Marlena Gola,26,Female,Q25267510
GOLDIE Alanna,Alanna Goldie,30,Female,Q3607791
GOLITIN Amaury,Amaury Golitin,27,Male,Q55394696
GOLLA Johannes,Johannes Golla,27,Male,Q28779476
GOLOVINA Evgeniia,Yevgeniya Golovina,25,Female,Q107638171
GOLUBEV Andrey,Andrey Golubev,37,Male,Q455454
GOLUBEV Valentin,Valentin Golubev,32,Male,Q9370299
GOLUBIC Viktorija,Viktorija Golubic,32,Female,Q7929924
GOMBOC Adrian,Adrian Gomboc,29,Male,Q26236490
GOMBOEVA Svetlana,Svetlana Gomboeva,26,Female,Q107620507
GOMBOS Norbert,Norbert Gombos,34,Male,Q15836985
GOMES Andre,André Gomes,31,Male,Q519008
GOMES Filipe,Filipe Gomes,37,Male,Q2288127
GOMEZ Jesus,Jesús Gómez,83,Male,Q6188489
GOMEZ Roxana,Roxana Gómez,25,Female,Q26923899
GONCALVES Pedro,Pedro António Pereira Gonçalves,26,Male,Q56289593
GONCHAROVA Nataliya,Natalia Pushkina,212,Female,Q274331
GONCHE Matheus,Matheus Gonche,25,Male,Q107994241
